词库,词库名,分类,关卡,网格大小,难度,单词数,最小长度,最大长度,平均长度,单词列表,有特殊字符,错误
grade6_2,六年级下册,小学,17,6,medium,5,3,5,3.8,FOOT|USE|SONG|TRAIN|ASK,否,否
grade6_2,六年级下册,小学,18,6,medium,4,3,5,4.0,TODAY|NOW|WHY|ANGRY,否,否
grade6_2,六年级下册,小学,19,6,medium,4,4,5,4.2,LATE|WASH|BEST|EVERY,否,否
grade6_2,六年级下册,小学,20,6,medium,3,3,5,3.7,WAY|ANY|CANDY,否,否
grade6_2,六年级下册,小学,21,6,medium,3,4,5,4.7,YOURS|ALSO|METRE,否,否
grade6_2,六年级下册,小学,22,6,hard,4,5,5,5.0,APPLE|HAPPY|PILOT|PUPIL,否,否
grade6_2,六年级下册,小学,23,6,hard,3,5,5,5.0,SALAD|DRANK|PANDA,否,否
grade6_2,六年级下册,小学,24,6,hard,3,5,5,5.0,PAINT|THOSE|NURSE,否,否
grade6_2,六年级下册,小学,25,6,hard,3,5,5,5.0,SKIRT|SCARF|BREAD,否,否
grade6_2,六年级下册,小学,26,6,hard,4,5,5,5.0,NOISE|PLANE|SHORT|SPOON,否,否
grade6_2,六年级下册,小学,27,6,hard,3,5,5,5.0,ROBOT|BUNNY|WINDY,否,否
grade6_2,六年级下册,小学,28,7,easy,2,3,4,3.5,FUR|BUSY,否,否
grade6_2,六年级下册,小学,29,7,easy,4,4,4,4.0,COOL|GOAT|HIGH|HILL,否,否
grade6_2,六年级下册,小学,30,7,easy,4,3,4,3.8,ITS|SNOW|OPEN|AUNT,否,否
grade6_2,六年级下册,小学,31,7,easy,3,2,4,3.3,TV|TAIL|CLUB,否,否
grade6_2,六年级下册,小学,32,7,easy,4,3,4,3.8,SEND|NINE|SLED|SIX,否,否
grade6_2,六年级下册,小学,33,7,easy,4,3,4,3.8,PICK|NICE|KNOW|OLD,否,否
grade6_2,六年级下册,小学,34,7,easy,4,3,4,3.8,WOKE|OVER|PARK|PEN,否,否
grade6_2,六年级下册,小学,35,7,easy,4,3,4,3.8,TEA|CAMP|CAKE|FELL,否,否
grade6_2,六年级下册,小学,36,7,easy,4,3,4,3.8,HEN|BLUE|LOVE|DEAR,否,否
grade6_2,六年级下册,小学,37,7,medium,4,3,6,4.8,DAY|ALASKA|BROWN|APRIL,否,否
grade6_2,六年级下册,小学,38,7,medium,3,4,5,4.7,CHASE|PIZZA|MOVE,否,否
grade6_2,六年级下册,小学,39,7,medium,4,5,5,5.0,ABOVE|CLEAN|WHOSE|GREEN,否,否
grade6_2,六年级下册,小学,40,7,medium,3,3,5,4.0,LOT|SIZE|COMIC,否,否
grade6_2,六年级下册,小学,41,7,medium,4,3,6,4.5,SCHOOL|LEG|WHITE|BODY,否,否
grade6_2,六年级下册,小学,42,7,medium,5,3,5,4.0,TAXI|BAG|BEAR|FIXED|WORK,否,否
grade6_2,六年级下册,小学,43,7,medium,6,3,6,4.3,BAMBOO|RED|EIGHT|EAR|WALK|BEACH,否,否
grade6_2,六年级下册,小学,44,7,medium,4,4,5,4.8,LIVE|PHOTO|RIGHT|SLEPT,否,否
grade6_2,六年级下册,小学,45,7,medium,4,3,5,4.5,GRASS|MARCH|CAP|STUCK,否,否
grade6_2,六年级下册,小学,46,7,hard,3,5,6,5.3,STREET|CHILD|RIVER,否,否
grade6_2,六年级下册,小学,47,7,hard,4,5,6,5.2,LONDON|CLOCK|DRINK|READY,否,否
grade6_2,六年级下册,小学,48,7,hard,4,5,6,5.5,KITTEN|FIFTH|BROKEN|FRONT,否,否
grade6_2,六年级下册,小学,49,7,hard,5,5,6,5.2,GRAPE|PRETTY|FLOOR|PLANT|HORSE,否,否
grade6_2,六年级下册,小学,50,7,hard,4,5,6,5.5,SHEEP|POTATO|VISIT|TOMATO,否,否
grade6_2,六年级下册,小学,51,7,hard,4,5,6,5.2,JUICE|BREATH|THING|COACH,否,否
grade6_2,六年级下册,小学,52,7,hard,5,5,6,5.4,MOUSE|LOWER|SEASON|SPACE|DINNER,否,否
grade6_2,六年级下册,小学,53,7,hard,4,5,6,5.2,CRAYON|FERRY|SEVEN|EARLY,否,否
grade6_2,六年级下册,小学,54,7,hard,5,5,6,5.2,GLOVE|LETTER|YOUNG|UNCLE|OFTEN,否,否
grade6_2,六年级下册,小学,55,8,easy,4,3,4,3.5,TRIP|FAR|SOUP|SEA,否,否
grade6_2,六年级下册,小学,56,8,easy,4,2,4,3.0,DO|SHOE|SHY|EYE,否,否
grade6_2,六年级下册,小学,57,8,easy,4,3,4,3.5,TWO|BOTH|TALL|ALL,否,否
grade6_2,六年级下册,小学,58,8,easy,4,3,4,3.8,READ|ELSE|SOFA|CAT,否,否
grade6_2,六年级下册,小学,59,8,easy,4,3,4,3.8,CAVE|DUCK|DESK|SAD,否,否
grade6_2,六年级下册,小学,60,8,easy,4,4,4,4.0,BALL|FALL|FOUR|LOUD,否,否
grade6_2,六年级下册,小学,61,8,easy,4,3,4,3.8,FACE|BIRD|MINE|BED,否,否
grade6_2,六年级下册,小学,62,8,easy,4,3,4,3.8,COOK|JOB|JUNE|KEEP,否,否
grade6_2,六年级下册,小学,63,8,easy,4,3,4,3.8,USA|WALL|LONG|SING,否,否
grade6_2,六年级下册,小学,64,8,medium,5,3,6,4.8,WORKER|WEAR|BEFORE|WIN|TIGER,否,否
grade6_2,六年级下册,小学,65,8,medium,4,3,5,4.0,NEW|WORRY|MUD|RULER,否,否
grade6_2,六年级下册,小学,66,8,medium,5,5,6,5.4,FORTY|THEIRS|PHONE|THEIR|FINISH,否,否
grade6_2,六年级下册,小学,67,8,medium,7,3,6,4.3,SPORT|SAY|RABBIT|RICE|HERS|CAR|PRICE,否,否
grade6_2,六年级下册,小学,68,8,medium,7,3,5,4.0,BUT|UNDER|AND|DRAW|SHARE|SALE|DEEP,否,否
grade6_2,六年级下册,小学,69,8,medium,6,3,6,4.5,HER|ERASER|SURE|SHALL|START|LEFT,否,否
grade6_2,六年级下册,小学,70,8,medium,5,3,6,4.6,THIRTY|BUS|SMALL|WATER|HALF,否,否
grade6_2,六年级下册,小学,71,8,medium,7,3,6,4.1,MUSEUM|HIM|SUSHI|TIRED|TOOK|DOG|MAP,否,否
grade6_2,六年级下册,小学,72,8,medium,4,4,6,5.0,WHICH|COUSIN|LEAF|CLASS,否,否
grade6_2,六年级下册,小学,73,8,hard,5,5,7,5.6,DIRTY|STUDENT|WINTER|SOUND|SPAIN,否,否
grade6_2,六年级下册,小学,74,8,hard,4,5,6,5.8,HIKING|FRIDGE|KNIFE|EIGHTY,否,否
grade6_2,六年级下册,小学,75,8,hard,5,5,7,6.0,WOMAN|FOURTH|HEALTHY|LUNCH|COUNTRY,否,否
grade6_2,六年级下册,小学,76,8,hard,5,5,7,6.0,CLOTHES|HOLIDAY|BLACK|CHAIR|SUNDAY,否,否
grade6_2,六年级下册,小学,77,8,hard,4,5,6,5.8,FARMER|FOLLOW|CLOUDY|OTHER,否,否
grade6_2,六年级下册,小学,78,8,hard,6,5,7,5.8,STRONG|TEACH|TEACHER|PARENTS|HOBBY|WRONG,否,否
grade6_2,六年级下册,小学,79,8,hard,5,5,6,5.6,AUTUMN|MUNICH|BOTTLE|FUNNY|THREE,否,否
grade6_2,六年级下册,小学,80,8,hard,6,5,6,5.2,AFTER|FRESH|NATURE|MOUTH|SNOWY|TABLE,否,否
grade6_2,六年级下册,小学,81,8,hard,5,5,6,5.6,AFRAID|FLOWER|THERE|WATCH|DRIVER,否,否
grade6_2,六年级下册,小学,82,8,hard,6,5,7,6.0,SMARTER|ENJOY|JUMPING|SHIRT|STUDY|BROTHER,否,否
grade6_2,六年级下册,小学,83,8,hard,5,5,7,6.0,PEOPLE|CANADA|BECOME|BECAUSE|SPEAK,否,否
grade6_2,六年级下册,小学,84,8,hard,7,5,5,5.0,COUNT|DRESS|OLDER|EMAIL|FRUIT|METER|HOTEL,否,否
grade6_2,六年级下册,小学,85,8,hard,4,5,6,5.2,WORLD|DREAM|QUIET|CINEMA,否,否
grade6_2,六年级下册,小学,86,8,hard,4,5,7,6.0,BANANA|AUGUST|PUPPY|KITCHEN,否,否
grade6_2,六年级下册,小学,87,8,hard,6,5,6,5.7,FRIEND|DIARY|MOTHER|GARDEN|PARTY|BETTER,否,否
grade6_2,六年级下册,小学,88,8,hard,5,5,7,6.2,EVENING|NOTHING|PICTURE|ONION|LIGHT,否,否
grade6_2,六年级下册,小学,89,8,hard,6,5,7,5.8,STILL|THINNER|LONGER|CARROT|RAINY|MONKEY,否,否
grade6_2,六年级下册,小学,90,8,hard,4,5,7,5.8,SUMMER|PLATE|DANCE|HEAVIER,否,否
grade6_2,六年级下册,小学,91,8,hard,4,5,6,5.8,TURPAN|PENCIL|PICNIC|THIRD,否,否
grade6_2,六年级下册,小学,92,8,hard,5,5,7,6.2,WEEKEND|OUTSIDE|SPANISH|SUNNY|FIRST,否,否
grade6_2,六年级下册,小学,93,8,hard,4,5,7,6.2,VILLAGE|GLASSES|PANTS|EASTER,否,否
grade6_2,六年级下册,小学,94,8,hard,4,5,6,5.8,FASTER|POLITE|SHADOW|SWEET,否,否
grade6_2,六年级下册,小学,95,8,hard,4,5,7,6.2,OCTOBER|EXCITED|HOUSE|BEHIND,否,否
grade6_2,六年级下册,小学,96,8,hard,5,5,7,6.0,SYDNEY|FATHER|LAUGHED|THESE|BRIDGE,否,否
grade6_2,六年级下册,小学,97,8,hard,5,5,7,6.0,LITTLE|SPRING|USUALLY|LEARN|STAYED,否,否
grade6_2,六年级下册,小学,98,8,hard,6,6,7,6.2,STRICT|WINDOW|ISLAND|FOREST|CARTOON|ACTIVE,否,否
grade6_2,六年级下册,小学,99,8,hard,5,5,7,6.2,PLAYING|ELEVEN|LICKED|COULD|DANCING,否,否
grade6_2,六年级下册,小学,100,8,hard,4,6,7,6.2,ALWAYS|TWELVE|SHORTS|LIBRARY,否,否
grade6_2,六年级下册,小学,101,8,hard,6,6,7,6.3,DOCTOR|FAMILY|GRANDPA|ORANGE|NOODLES|ANIMAL,否,否
grade6_2,六年级下册,小学,102,8,hard,5,6,7,6.6,TONIGHT|TUESDAY|DOLLAR|TRAVEL|GRANDMA,否,否
grade6_2,六年级下册,小学,103,8,hard,5,6,7,6.6,MOSCOW|SIXTEEN|BIGGER|BOATING|THOUGHT,否,否
grade6_2,六年级下册,小学,104,8,hard,4,6,7,6.5,WASHED|DEGREE|COOKING|BETWEEN,否,否
grade6_2,六年级下册,小学,105,8,hard,4,6,7,6.5,BESIDE|CLEANED|REALLY|GIRAFFE,否,否
grade6_2,六年级下册,小学,106,8,hard,4,6,7,6.5,SECOND|SISTER|SCIENCE|HELPFUL,否,否
grade6_2,六年级下册,小学,107,8,hard,5,6,7,6.4,FRIDAY|STUDIES|EATING|AMAZING|LESSON,否,否
grade6_2,六年级下册,小学,108,8,hard,4,5,7,6.5,FIFTEEN|WORRIED|FERRY|CONTEST,否,否
grade6_2,六年级下册,小学,109,8,hard,5,5,7,6.4,ITALIAN|TWELFTH|BEDROOM|OFTEN|SHOULD,否,否
grade6_2,六年级下册,小学,110,8,hard,4,5,7,5.8,WATCHED|MONDAY|PANDA|BEACH,否,否
grade6_2,六年级下册,小学,111,8,hard,4,5,7,6.5,THIRSTY|TONIGHT|CONTEST|SHIRT,否,否
grade6_2,六年级下册,小学,112,8,hard,6,5,7,6.2,YOUNGER|SWEATER|SUBWAY|PUZZLE|GRASS|BRIDGE,否,否
grade6_2,六年级下册,小学,113,8,hard,5,5,7,6.0,THEIRS|JASMINE|LIGHT|STILL|POSTMAN,否,否
grade6_2,六年级下册,小学,114,8,hard,5,5,7,6.0,SISTER|CHICKEN|GRASS|LEARN|THIRSTY,否,否
grade6_2,六年级下册,小学,115,8,hard,4,5,7,5.8,JACKET|CHEETAH|THING|WHOSE,否,否
grade6_2,六年级下册,小学,116,8,hard,5,5,7,5.8,YOURS|SWEATER|PLANE|CANDY|FEATURE,否,否
grade6_2,六年级下册,小学,117,8,hard,5,5,7,5.8,AFRAID|HOUSE|WEATHER|SHIRT|FOURTH,否,否
grade6_2,六年级下册,小学,118,8,hard,4,5,7,5.5,JANUARY|RULER|JUICE|PARTY,否,否
grade6_2,六年级下册,小学,119,8,hard,3,5,5,5.0,COACH|PUPIL|FIFTH,否,否
grade6_2,六年级下册,小学,120,8,hard,6,5,6,5.5,BIGGER|BASKET|FRONT|FORTY|TRAVEL|EARLY,否,否
grade6_2,六年级下册,小学,121,8,hard,5,5,5,5.0,CLOCK|MARCH|GLOVE|SCARF|WHITE,否,否
grade6_2,六年级下册,小学,122,8,hard,4,5,6,5.8,LETTER|SISTER|FRONT|SUMMER,否,否
grade6_2,六年级下册,小学,123,8,hard,6,5,6,5.3,LOWER|SHADOW|REALLY|MOUTH|OLDER|WINDY,否,否
grade6_2,六年级下册,小学,124,8,hard,5,5,7,6.2,GERMANY|PIZZA|TRAFFIC|HEAVIER|PANDA,否,否
grade6_2,六年级下册,小学,125,8,hard,6,5,7,5.3,PLANT|TRAFFIC|APRIL|FLOOR|RAINY|COMIC,否,否
grade6_2,六年级下册,小学,126,8,hard,4,5,6,5.5,FOLLOW|GRASS|CLEVER|FRONT,否,否
grade6_2,六年级下册,小学,127,8,hard,4,5,7,5.8,WINDOW|GRANDPA|DRANK|DIARY,否,否
grade6_2,六年级下册,小学,128,8,hard,4,5,7,5.8,SNOWMAN|STREET|UNDER|WORLD,否,否
grade6_2,六年级下册,小学,129,8,hard,4,5,7,6.0,LONDON|SHORTER|WORRY|THIRTY,否,否
grade6_2,六年级下册,小学,130,8,hard,5,5,6,5.6,BOUGHT|GARDEN|DREAM|WINDY|CINEMA,否,否
grade6_2,六年级下册,小学,131,8,hard,4,5,7,6.2,SPECIAL|PROBLEM|BLACK|YELLOW,否,否
grade6_2,六年级下册,小学,132,8,hard,4,5,7,6.2,FACTORY|JASMINE|FINISH|ONION,否,否
grade6_2,六年级下册,小学,133,8,hard,5,5,6,5.4,SHORT|LIGHT|MOSCOW|SWEET|FOLLOW,否,否
grade6_2,六年级下册,小学,134,8,hard,6,5,6,5.3,REALLY|APPLE|SPAIN|CLASS|OLDER|SYDNEY,否,否
grade6_2,六年级下册,小学,135,8,hard,6,5,7,5.7,SHORT|WRONG|TEACHER|SOUND|SPORT|JANUARY,否,否
grade6_2,六年级下册,小学,136,8,hard,4,5,6,5.5,WATCH|HELMET|BLACK|EATING,否,否
grade6_2,六年级下册,小学,137,8,hard,5,5,5,5.0,DIARY|ABOVE|EARLY|WRONG|EVERY,否,否
grade6_2,六年级下册,小学,138,8,hard,6,5,7,5.5,WORRIED|FIRST|ONION|METER|DRESS|DINNER,否,否
grade6_2,六年级下册,小学,139,8,hard,5,5,7,6.2,SPECIAL|SPEAK|QUICKLY|DRINK|HELPFUL,否,否
grade6_2,六年级下册,小学,140,8,hard,4,5,5,5.0,BLACK|DRANK|THIRD|COACH,否,否
grade6_2,六年级下册,小学,141,8,hard,5,5,7,5.8,SHALL|USUALLY|NATURE|PLATE|TWENTY,否,否
grade6_2,六年级下册,小学,142,8,hard,5,5,7,5.8,WORKER|WORRIED|FRIDGE|GRASS|PIZZA,否,否
grade6_2,六年级下册,小学,143,8,hard,5,5,6,5.4,SKIRT|KITTEN|TABLE|BEHIND|RIVER,否,否
grade6_2,六年级下册,小学,144,8,hard,5,5,7,5.8,FIFTEEN|BIGGER|GRASS|TRAIN|LESSON,否,否
grade6_2,六年级下册,小学,145,8,hard,5,5,6,5.6,SYDNEY|LOVELY|AUTUMN|THESE|ANGRY,否,否
grade6_2,六年级下册,小学,146,8,hard,4,5,5,5.0,MOUSE|SPAIN|SCARF|PLANE,否,否
grade6_2,六年级下册,小学,147,8,hard,5,5,7,5.6,CYCLING|CLEAN|WINTER|PARTY|WRONG,否,否
grade6_2,六年级下册,小学,148,8,hard,5,5,7,5.6,GRANDPA|PUZZLE|CLASS|DREAM|APRIL,否,否
grade6_2,六年级下册,小学,149,8,hard,6,5,7,5.7,THOSE|NOTHING|THESE|ERASER|SALAD|SPRING,否,否
grade6_2,六年级下册,小学,150,8,hard,5,5,7,5.8,BETWEEN|SMALLER|MOUSE|CANDY|SPACE,否,否
grade6_2,六年级下册,小学,151,8,hard,7,5,6,5.4,WASHED|DIRTY|THEIRS|EIGHTY|FIXED|ANGRY|THERE,否,否
grade6_2,六年级下册,小学,152,8,hard,4,5,6,5.2,PUPIL|PICNIC|HORSE|SOUND,否,否
grade6_2,六年级下册,小学,153,8,hard,4,5,5,5.0,FERRY|COUNT|ENJOY|TRAIN,否,否
grade6_2,六年级下册,小学,154,8,hard,5,5,6,5.2,SEVEN|SYDNEY|SUNNY|FUNNY|NURSE,否,否
grade6_2,六年级下册,小学,155,8,hard,6,5,6,5.3,PARTY|THREE|WINTER|BOTTLE|CLEAN|HORSE,否,否
grade6_2,六年级下册,小学,156,8,hard,3,5,5,5.0,FLOOR|LEARN|DRANK,否,否
grade6_2,六年级下册,小学,157,8,hard,4,5,7,5.8,SHORTS|NOTHING|WORRY|PANTS,否,否
grade6_2,六年级下册,小学,158,8,hard,5,5,5,5.0,PUPIL|STUCK|ENJOY|PLANE|PHONE,否,否
grade6_2,六年级下册,小学,159,8,hard,5,5,7,6.0,WATER|PROBLEM|SWEATER|WINDOW|UNDER,否,否
grade6_2,六年级下册,小学,160,8,hard,6,5,7,5.3,OFTEN|SCARF|CHEETAH|DIRTY|GREEN|CHASE,否,否
grade6_2,六年级下册,小学,161,8,hard,3,5,5,5.0,BREAD|COUNT|OTHER,否,否
grade6_2,六年级下册,小学,162,8,hard,5,5,5,5.0,DRESS|RULER|LUNCH|BROWN|TEACH,否,否
grade6_2,六年级下册,小学,163,8,hard,6,5,7,5.8,SECOND|CLEANED|DRESS|THESE|COUNT|NOODLES,否,否
grade6_2,六年级下册,小学,164,8,hard,6,5,6,5.2,SKIRT|SHORTS|TABLE|ONION|BREAD|LEARN,否,否
grade6_2,六年级下册,小学,165,8,hard,6,5,5,5.0,PUPIL|HOTEL|TODAY|METRE|PHONE|APRIL,否,否
grade6_2,六年级下册,小学,166,8,hard,4,5,6,5.2,WINTER|HOUSE|MOUTH|SWEET,否,否
grade6_2,六年级下册,小学,167,8,hard,4,5,7,6.0,PROBLEM|FIXED|WORRIED|LOWER,否,否
grade6_2,六年级下册,小学,168,8,hard,4,5,6,5.2,SUNDAY|NURSE|METRE|RULER,否,否
grade6_2,六年级下册,小学,169,8,hard,4,5,5,5.0,NOISE|EIGHT|WORLD|ROBOT,否,否
grade6_2,六年级下册,小学,170,8,hard,6,5,7,5.7,THINNER|POTATO|TODAY|TURPAN|HAPPY|UNDER,否,否
grade6_2,六年级下册,小学,171,8,hard,4,5,7,5.8,ALWAYS|STUDENT|TEACH|PLATE,否,否
grade6_2,六年级下册,小学,172,8,hard,5,5,5,5.0,SNOWY|PHONE|JUICE|STUDY|WATCH,否,否
grade6_2,六年级下册,小学,173,8,hard,5,5,6,5.4,TALLER|STRONG|PAINT|THIRD|RIVER,否,否
grade6_2,六年级下册,小学,174,8,hard,5,5,6,5.4,FRIDGE|ISLAND|ENJOY|SPAIN|RAINY,否,否
grade6_2,六年级下册,小学,175,8,hard,7,5,6,5.4,LITTLE|ROBOT|BEFORE|THERE|ALWAYS|LOWER|FIRST,否,否
grade6_2,六年级下册,小学,176,8,hard,4,5,7,5.8,PHOTO|TWENTY|PROBLEM|FIRST,否,否
grade6_2,六年级下册,小学,177,8,hard,6,5,7,5.3,PLANE|USUALLY|YOUNG|COACH|HOUSE|PHOTO,否,否
grade6_2,六年级下册,小学,178,8,hard,4,5,7,5.5,BOATING|THOSE|OFTEN|FRONT,否,否
grade6_2,六年级下册,小学,179,8,hard,4,5,5,5.0,YOURS|SPAIN|DRANK|SOUND,否,否
grade6_2,六年级下册,小学,180,8,hard,4,5,6,5.5,FRIDGE|FOURTH|CLOCK|LIGHT,否,否
grade6_2,六年级下册,小学,181,8,hard,6,5,7,6.0,APRIL|LICKED|GRANDPA|STRONG|RIVER|GRANDMA,否,否
grade6_2,六年级下册,小学,182,8,hard,4,5,6,5.2,WRONG|PENCIL|YOUNG|BLACK,否,否
grade6_2,六年级下册,小学,183,8,hard,5,5,7,5.6,FIRST|YOUNGER|WORKER|WINDY|BREAD,否,否
grade6_2,六年级下册,小学,184,8,hard,5,5,6,5.2,METER|TURPAN|PLANE|PANDA|THESE,否,否
grade6_2,六年级下册,小学,185,8,hard,4,5,7,6.0,PLAYING|BASKET|LONDON|SUNNY,否,否
grade6_2,六年级下册,小学,186,8,hard,7,5,6,5.1,SHADOW|WORLD|PANDA|FLOOR|LEARN|DREAM|CANDY,否,否
grade6_2,六年级下册,小学,187,8,hard,4,5,7,6.0,PANTS|THINNER|OFTEN|CHICKEN,否,否
grade6_2,六年级下册,小学,188,8,hard,4,5,6,5.2,THOSE|SPRING|RULER|FUNNY,否,否
grade6_2,六年级下册,小学,189,8,hard,4,5,6,5.5,AUTUMN|FASTER|QUIET|METRE,否,否
grade6_2,六年级下册,小学,190,8,hard,6,5,7,5.8,JACKET|START|ISLAND|FLOWER|LOWER|DANCING,否,否
grade6_2,六年级下册,小学,191,8,hard,5,5,7,5.6,SPECIAL|STRICT|SPORT|PANTS|CHINA,否,否
grade6_2,六年级下册,小学,192,8,hard,4,5,7,6.0,WORRIED|CLOUDY|QUIET|SYDNEY,否,否
grade6_2,六年级下册,小学,193,8,hard,6,5,6,5.3,TIGER|GRAPE|SALAD|ALASKA|WATER|TRAVEL,否,否
grade6_2,六年级下册,小学,194,8,hard,5,5,5,5.0,EIGHT|FRUIT|DRESS|METRE|MOUSE,否,否
grade6_2,六年级下册,小学,195,8,hard,4,5,7,6.2,CARTOON|TURPAN|SHORTER|CLASS,否,否
grade6_2,六年级下册,小学,196,8,hard,4,5,6,5.2,DRIVER|THIRD|LIGHT|METRE,否,否
grade6_2,六年级下册,小学,197,8,hard,5,5,7,5.6,METER|PICTURE|THEIRS|LOWER|FIRST,否,否
grade6_2,六年级下册,小学,198,8,hard,6,5,7,5.5,WATER|ALASKA|SIXTEEN|NOISE|SPORT|SHEEP,否,否
grade6_2,六年级下册,小学,199,8,hard,5,5,5,5.0,WORRY|OFTEN|WATER|WORLD|WRONG,否,否
grade6_2,六年级下册,小学,200,8,hard,4,5,5,5.0,TRAIN|NURSE|EVERY|FIXED,否,否
grade6_2,六年级下册,小学,201,8,hard,4,5,6,5.8,MOSCOW|SYDNEY|BESIDE|PHONE,否,否
grade6_2,六年级下册,小学,202,8,hard,5,5,6,5.4,MOUTH|STRONG|THEIRS|EIGHT|SOUND,否,否
grade6_2,六年级下册,小学,203,8,hard,5,5,7,5.8,SIXTEEN|SEASON|FASTER|TODAY|NOISE,否,否
grade6_2,六年级下册,小学,204,8,hard,6,5,6,5.3,FOREST|CHEAP|PRICE|SOUND|MOUSE|DRIVER,否,否
grade6_2,六年级下册,小学,205,8,hard,5,5,6,5.2,LESSON|DREAM|UNDER|YOUNG|AFTER,否,否
grade6_2,六年级下册,小学,206,8,hard,6,5,7,5.8,COMIC|CHAIR|CHICKEN|AFRAID|WORLD|BETWEEN,否,否
grade6_2,六年级下册,小学,207,8,hard,5,5,5,5.0,PARTY|THOSE|READY|YOURS|STUDY,否,否
grade6_2,六年级下册,小学,208,8,hard,6,5,7,5.5,KNIFE|SUNDAY|OCTOBER|CHEAP|BEACH|CHASE,否,否
grade6_2,六年级下册,小学,209,8,hard,5,5,7,5.4,DANCING|ABOVE|GLOVE|COULD|TEACH,否,否
grade6_2,六年级下册,小学,210,8,hard,5,5,7,5.6,COUNTRY|WASHED|READY|SUNNY|BREAD,否,否
grade6_2,六年级下册,小学,211,8,hard,5,5,6,5.4,JACKET|APRIL|KITTEN|TIGER|QUIET,否,否
grade6_2,六年级下册,小学,212,8,hard,6,5,7,5.7,PICTURE|APRIL|PRICE|ELEVEN|THING|DEGREE,否,否
grade6_2,六年级下册,小学,213,8,hard,5,5,7,5.6,DANCE|TWELFTH|LITTLE|CHILD|WHOSE,否,否
grade6_2,六年级下册,小学,214,8,hard,4,5,7,6.0,GRANDMA|ABOVE|YOUNG|CHEETAH,否,否
grade6_2,六年级下册,小学,215,8,hard,5,5,5,5.0,OFTEN|OLDER|SOUND|CHEAP|NURSE,否,否
grade6_2,六年级下册,小学,216,8,hard,4,5,6,5.2,SYDNEY|DRESS|CLEAN|CHASE,否,否
grade6_2,六年级下册,小学,217,8,hard,4,5,7,5.8,HOBBY|BROTHER|CLOUDY|LUNCH,否,否
grade6_2,六年级下册,小学,218,8,hard,5,5,7,5.8,HOBBY|BETTER|GRANDMA|LEARN|TURPAN,否,否
grade6_2,六年级下册,小学,219,8,hard,6,5,5,5.0,START|TEACH|WRONG|UNDER|SHARE|UNCLE,否,否
grade6_2,六年级下册,小学,220,8,hard,5,5,7,5.8,STAYED|SHORTS|VISIT|KNIFE|POSTMAN,否,否
grade6_2,六年级下册,小学,221,8,hard,6,5,5,5.0,CHINA|THIRD|DRINK|OFTEN|FRONT|KNIFE,否,否
grade6_2,六年级下册,小学,222,8,hard,5,5,7,5.6,MOTHER|SHORT|TWELFTH|FORTY|PRICE,否,否
grade6_2,六年级下册,小学,223,8,hard,4,5,6,5.2,WATCH|MONKEY|THING|THESE,否,否
grade6_2,六年级下册,小学,224,8,hard,5,5,6,5.4,HOTEL|FOLLOW|PANDA|APRIL|WASHED,否,否
grade6_2,六年级下册,小学,225,8,hard,4,5,5,5.0,NURSE|SMALL|CHINA|STILL,否,否
grade6_2,六年级下册,小学,226,8,hard,5,5,5,5.0,SCARF|READY|SPEAK|SKIRT|FERRY,否,否
grade6_2,六年级下册,小学,227,8,hard,5,5,7,5.4,SHARE|COACH|TODAY|HOTEL|GRANDMA,否,否
grade6_2,六年级下册,小学,228,8,hard,7,5,6,5.1,CHEAP|CHILD|DEGREE|THESE|TRAIN|DIARY|BUNNY,否,否
grade6_2,六年级下册,小学,229,8,hard,5,5,6,5.2,BLACK|LEARN|SHORTS|FRONT|STUDY,否,否
grade6_2,六年级下册,小学,230,8,hard,6,5,7,5.3,BUNNY|THESE|DANCE|RULER|PUPPY|TRAFFIC,否,否
grade6_2,六年级下册,小学,231,8,hard,6,5,6,5.3,BOUGHT|BLACK|TOMATO|PARTY|SKIRT|BUNNY,否,否
grade6_2,六年级下册,小学,232,8,hard,3,5,5,5.0,GRASS|DRESS|AFTER,否,否
grade6_2,六年级下册,小学,233,8,hard,5,5,7,5.6,SIXTEEN|SPEAK|FRIEND|EMAIL|UNCLE,否,否
grade6_2,六年级下册,小学,234,8,hard,4,5,7,5.5,SPECIAL|SPEAK|ANGRY|CLEAN,否,否
grade6_2,六年级下册,小学,235,8,hard,4,5,6,5.8,BOUGHT|PEOPLE|ANGRY|POTATO,否,否
grade6_2,六年级下册,小学,236,8,hard,6,5,7,5.5,HOTEL|THINNER|LITTLE|FIFTH|OFTEN|WHOSE,否,否
grade6_2,六年级下册,小学,237,8,hard,4,5,5,5.0,TIGER|MOUSE|WRONG|HOTEL,否,否
grade6_2,六年级下册,小学,238,8,hard,6,5,7,6.0,SNOWMAN|BETWEEN|THOUGHT|EIGHT|MOUTH|PHOTO,否,否
grade6_2,六年级下册,小学,239,8,hard,6,5,7,5.8,BASKET|TRAVEL|AUTUMN|SCARF|THERE|NOODLES,否,否
grade6_2,六年级下册,小学,240,8,hard,5,5,7,5.6,KITCHEN|SPEAK|EIGHTY|HOTEL|SKIRT,否,否
grade6_2,六年级下册,小学,241,8,hard,5,5,7,6.0,HIKING|GRANDMA|KNIFE|FIXED|CHEETAH,否,否
grade6_2,六年级下册,小学,242,8,hard,4,5,6,5.2,GRASS|SHADOW|GREEN|WHOSE,否,否
